id,providerId,firstName,lastName,fullName,dateOfBirth,nationality,gender,disciplines,metadata,height
1154693,e1abd5c9-7060-40e0-b4e1-b4ce5fd4f663,Matyas,BORLOI,Matyas BORLOI,1952-09-26,HUN,M,['SW'],{},
1144653,20946f62-27fd-4f0d-82d8-53cc9a45fdfc,Karin,BORMAN,Karin BORMAN,1954-05-22,FRG,F,['SW'],{},
1077613,c1962d7a-a609-406a-a070-7073cf11222e,Jim,BORN,Jim BORN,,USA,M,['SW'],{},
1079811,be487191-c9d3-4abc-be69-9f5b9808b2e1,Susanne,BORNIKE,Susanne BORNIKE,1968-08-13,GER,F,['SW'],{},
1038286,8be2ff6c-e3a6-4ae0-8e43-28bb1044a54f,Vered,BOROCHOVSKI,Vered BOROCHOVSKI,1984-08-27,ISR,F,['SW'],{},
1666705,6744ea3b-2871-421a-a6bb-6aa75dcfd3da,Mykhailo,BORODIANSKYI,Mykhailo BORODIANSKYI,2006-02-20,UKR,M,"['OW', 'SW']",{},
1068653,db291e0a-199b-4748-94da-7c4ab29cf613,Inga,BORODICH,Inga BORODICH,1979-05-30,BLR,F,['SW'],{},
1190836,c914f55a-ce8e-4277-a324-eac81facf2ab,Ilia,BORODIN,Ilia BORODIN,2003-02-14,CLB,M,['SW'],{},
1157963,ac8f2261-4a52-4300-8881-4debb28b190f,Katalin,BOROS,Katalin BOROS,1941-01-08,HUN,F,['SW'],{},
1005878,e61cec96-204a-4e53-86c2-74fab24fbb62,Ekaterina,BOROVIKOVA,Ekaterina BOROVIKOVA,1991-03-13,RUS,F,['SW'],{},
1484464,f910a3c2-c921-4c7e-a2a0-287035724c59,Denis,BOROVKA,Denis BOROVKA,2005-10-17,CZE,M,"['OW', 'SW']",{},
1190066,18031cb7-d552-4a2f-aa05-dd390dbc123a,Aleksandr,BOROVTSEV,Aleksandr BOROVTSEV,1998-02-24,RUS,M,['SW'],{},
1163557,d1c3a5be-4664-4f63-ac16-1b017e03e686,Alexander,BOROVTSOV,Alexander BOROVTSOV,1998-02-24,CLB,M,['SW'],{},
1020745,9fa29357-7c3a-4df6-9200-57f29f241059,Federico,BORREGO,Federico BORREGO,1997-06-03,MEX,M,['SW'],{},188.0
1330162,5a390add-e6d8-418b-b01e-44e5abc051cf,Paola,BORRELLI,Paola BORRELLI,2005-05-12,ITA,F,['SW'],{},161.0
1000301,514a5b3a-9e7b-40e3-957a-e7af465e6e2f,Maeform,BORRIELLO,Maeform BORRIELLO,1999-10-12,HON,F,['SW'],{},
1017789,cb196f5b-d46f-4017-8a17-bd26b2985652,Noel,BORSHI,Noel BORSHI,1996-02-13,ALB,F,['SW'],{},
1139364,932c4ffc-3191-4572-84e9-6ef20e8958c6,Lisa,BORSHOLT,Lisa BORSHOLT,1962-04-05,CAN,F,['SW'],{},
1267156,a48e1add-b08c-401a-bc59-282152f0fa2d,Yvonne,PREHN,Yvonne PREHN,2005-12-13,CLB,F,['SW'],{},
1053604,78e0b651-bda2-4db0-b481-04c7479cd9d2,Elena,PRELLE,Elena PRELLE,1979-09-24,ITA,F,['SW'],{},
1026628,29829af4-2e85-4f9d-a6a1-4c6b2cdde17b,Juan Rodolfo,PREM BIERE,Juan Rodolfo PREM BIERE,1993-04-20,GUA,M,"['OW', 'SW']",{},
1002073,d83c5984-434c-46db-a897-f87d4a3cd091,Josh,PRENOT,Josh PRENOT,1993-07-28,USA,M,['SW'],{},180.0
1427587,857d94c5-9e52-44cd-b7a8-e1200ae5424e,Adam,PREPOST,Adam PREPOST,2006-02-18,CLB,M,['SW'],{},
1000046,0d5a2a0a-8e03-4c4a-9971-56627da6b75b,Irene,PRESCOTT,Irene PRESCOTT,1994-06-21,TGA,F,['SW'],{},176.0
1144282,77303285-f3b5-48b0-bf6a-4dad80edd896,Yuri,PRESEKIN,Yuri PRESEKIN,1961-10-29,URS,M,['SW'],{},
1160308,89d154d8-3658-4513-998c-86409d122c7a,Endel,PRESS,Endel PRESS,1929-02-16,URS,M,['SW'],{},
1047627,9e00cdd7-da72-4718-910f-c2f14b37f51b,Stefano,PRESTINONI,Stefano PRESTINONI,,SWE,M,['SW'],{},
1128146,44f05753-18bb-4278-9cac-a7f44e687657,Steve,PRESTON,Steve PRESTON,,CAN,M,['SW'],{},
1047695,2c65ce2a-7bc7-4a60-af1b-2181714241c8,Julia,PRESTON,Julia PRESTON,,GBR,F,['SW'],{},
1001166,949563d8-8a21-484a-9c15-2481f5db4451,Reynier,PRETORIUS,Reynier PRETORIUS,1994-05-29,RSA,M,['SW'],{},180.0
1015671,faa263e5-b73d-4611-8853-c0eaca05b9ac,Nicholas,PRETORIUS,Nicholas PRETORIUS,1984-01-01,RSA,M,['SW'],{},
1724180,3765dc10-4226-4c9e-8a01-2bdf1fe96c15,Federica,PREVITALI,Federica PREVITALI,2005-08-16,ITA,F,"['OW', 'SW']",{},
1039379,bce46c54-9e20-4afb-8768-d43217043c74,Konstantin,PRIAHIN,Konstantin PRIAHIN,1973-02-11,KGZ,M,['SW'],{},
1223445,ab469e11-2267-48c0-915a-957887f55851,Jana,PRIBYLOVA,Jana PRIBYLOVA,2005-06-27,CZE,F,['SW'],{},
1024385,e7a8b42d-ac2f-4db1-96c3-bccd90a70a58,Aleksandr,PRIBYTOK,Aleksandr PRIBYTOK,1996-02-10,RUS,M,['SW'],{},
1038251,5a1766fc-4f7d-4e2d-8188-0c55a7f32403,Sarah,PRICE,Sarah PRICE,1979-04-19,GBR,F,['SW'],{},
1025358,cbb32c94-aed5-4635-bb55-69d9169ff249,Ekaterina,PRICE,Ekaterina PRICE,2001-01-09,GBR,F,['SW'],{},
1060859,9c23c683-3951-4de2-a462-7ac9e12b33ff,Keiko,PRICE,Keiko PRICE,,USA,F,['SW'],{},
1043733,d050ac81-a5eb-4623-a8c1-c0189de04a37,Ann-Helen,PRIDESIS,Ann-Helen PRIDESIS,1987-05-13,NOR,F,['SW'],{},
1139771,f66686d4-f50f-4806-90d3-6bcdcd7d59e1,Petra,PRIEMER,Petra PRIEMER,1961-02-06,GDR,F,['SW'],{},
1207064,9ea0b6c6-e315-47f4-bd45-caff36fabd14,Oskar,PRIESEMANN,Oskar PRIESEMANN,2004-04-27,CLB,M,['SW'],{},
1158843,20212bc0-be40-46ab-adfe-6f0a39344c25,Gladys,PRIESTLEY,Gladys PRIESTLEY,1938-06-17,CAN,F,['SW'],{},
1013706,83137840-672b-4ba6-98f7-aa8a32a8a875,Riccardo,PRIETZSCH,Riccardo PRIETZSCH,1990-01-01,GER,M,['SW'],{},
1160261,6579217e-af46-4fe1-b8cc-6de833258077,Eduardo,PRIGGIONE,Eduardo PRIGGIONE,1934-03-23,URU,M,['SW'],{},
1064301,462db5f5-3c57-481e-bc18-3b5b51f9599b,Gennady,PRIGODA,Gennady PRIGODA,1965-05-01,RUS,M,['SW'],{},
1000100,1c076085-c3ab-4304-ad52-4bbb74ed449a,Kirill,PRIGODA,Kirill PRIGODA,1995-12-29,RUS,M,['SW'],{},193.0
1149799,a3226b6a-7811-4f27-b195-8c94ab3a7ef0,Peter,PRIJDEKKER,Peter PRIJDEKKER,1948-06-22,NED,M,['SW'],{},
1003721,4df0b742-b1e0-463d-aceb-eb7954e2fbbe,Irina,PRIKHODKO,Irina PRIKHODKO,1998-11-29,RUS,F,['SW'],{},
1026343,b2c92da8-1a5b-4c22-9b06-e025627ade3b,Anastasiya,PRILEPA,Anastasiya PRILEPA,1990-03-15,KAZ,F,['SW'],{},
1026131,620d9009-5102-45b1-a91c-d69f3a819aa8,Yuriy,PRILUKOV,Yuriy PRILUKOV,1984-06-14,RUS,M,['SW'],{},
1006412,8890aa87-c4ae-4922-bec5-ba401237297d,Bruna,PRIMATI,Bruna PRIMATI,1997-02-02,BRA,F,['SW'],{},
1149690,653fd2c8-3da5-4516-83b1-aef43c98120b,Barry Edward,PRIME,Barry Edward PRIME,1954-07-15,GBR,M,['SW'],{},
1637689,ff41bcd6-981a-4e8c-8067-d00b3a4869d3,Aynura,PRIMOVA,Aynura PRIMOVA,2006-09-02,TKM,F,['SW'],{},
1056036,b987b627-b3e9-4a00-9df7-1c52f46f0b08,Marcel,PRIMOZIC,Marcel PRIMOZIC,2000-05-07,SLO,M,['SW'],{},
1045506,10399fa5-192a-440c-b37f-0abc33f38a9f,Natalie,PRINCE,Natalie PRINCE,,GBR,F,['SW'],{},
1043832,5594d766-e33b-48ef-b137-032ed3b86316,Kresha,PRINSLOO,Kresha PRINSLOO,,RSA,F,['SW'],{},
1017592,56efb8c4-97a1-46af-b5b8-3bf8e5073a49,Karin,PRINSLOO,Karin PRINSLOO,1989-12-02,RSA,F,['SW'],{},183.0
1024612,d60fe22d-74a3-4d79-b10b-891cfba075df,Troyden,PRINSLOO,Troyden PRINSLOO,1985-11-16,RSA,M,"['OW', 'SW']",{},192.0
1836134,bb7e9890-3fe1-4ae9-b14b-624f4571f786,Banjumen,PRIOD,Banjumen PRIOD,1994-09-21,GBR,M,['SW'],{},
1164635,ae6457c8-8047-4605-880f-feb63fecd94b,Dorothy,PRIOR-SCHUTE,Dorothy PRIOR-SCHUTE,,CAN,F,['SW'],{},
1082962,6b4df92c-c656-4cfa-8963-8017851fb5fd,Agnese,PRIORE,Agnese PRIORE,,ITA,F,['SW'],{},
1664480,30c9157a-9400-4250-9710-62e253335294,Aissia Claudia,PRISECARIU,Aissia Claudia PRISECARIU,2008-04-15,ROU,F,['SW'],{},
1014928,197425f7-8cc6-4c55-8f74-489209d3f6dc,Evgenia,PRISHEP,Evgenia PRISHEP,1989-01-01,RUS,F,['SW'],{},
1202647,2591c6c3-40b7-4975-946b-48dc1538b9ca,Paolo,PRISKA,Paolo PRISKA,2004-09-15,ALB,M,['SW'],{},
1046278,5a084ae2-3218-48ac-9953-6c5fc27cc2f8,Anders,PRIVER,Anders PRIVER,,SWE,M,['SW'],{},
1202651,30a5d662-47ad-493c-92f8-fb2e02b038a4,Ivana,PRIZMIC,Ivana PRIZMIC,2002-05-22,CRO,F,"['OW', 'SW']",{},
1033295,e01fc47e-e3b9-4e42-a824-140f01a3ffdc,Carl,PROBERT,Carl PROBERT,1975-09-13,FIJ,M,"['OW', 'SW']",{},
1159330,f6d602ac-b9d8-4f5d-a3b7-7ccdd40aa730,Roman,PROCHAZKA,Roman PROCHAZKA,2001-03-23,CZE,M,['SW'],{},
1835933,94dda3ce-f1d1-4fe0-a3d1-9ed682190f41,Ribart,FENKA,Ribart FENKA,1999-11-06,USA,M,['SW'],{},
1014742,145a2390-cf57-402c-b3cc-d493ac877d8e,Michael,FENN,Michael FENN,1988-06-24,AUS,M,['SW'],{},
1640978,e7a8d6df-0137-4666-9cac-f38a7fa5c623,Rafael,FENTE--DAMERS,Rafael FENTE--DAMERS,2006-10-17,FRA,M,['SW'],{},
1016984,d2d4fe9b-2790-4669-891c-041b5d25dde4,Pablo,FEO MATO,Pablo FEO MATO,1995-07-14,AND,M,['SW'],{},
1157812,4451296b-8857-446a-b7e8-2ca986b8796b,Alberto,FEOCORAO,Alberto FEOCORAO,,VEN,M,['SW'],{},
1022482,d313efcf-6fd4-46d4-843e-b85f14002324,Kirill,FEOFILAKTOV,Kirill FEOFILAKTOV,1995-06-26,RUS,M,"['OW', 'SW']",{},
1156424,7a9722b9-aa10-46b9-ba84-5b2f207b839a,Ivan,FERAK,Ivan FERAK,1941-12-18,TCH,M,['SW'],{},
1037723,42b886fb-e54d-4da9-8f79-07168c311995,Natalie,FERDINAND,Natalie FERDINAND,1985-01-01,BAR,F,['SW'],{},
1040445,55c130e8-bd96-4de3-8d09-ba220df272fa,Johnnya Betty Tionne,FERDINAND,Johnnya Betty Tionne FERDINAND,1997-07-20,TTO,F,['SW'],{},
1038070,7ed9175b-214a-41e8-9ab2-c8d8c1ba201d,Erez,FEREN,Erez FEREN,,ISR,M,['SW'],{},
1128284,3ea59e94-041c-42b8-b1d3-c155a3f0a435,Katalin,FERENCZI,Katalin FERENCZI,,HUN,F,['SW'],{},
1039529,45d55dc2-48fe-405d-8f11-e30d4cfffe37,Orsolya,FERENCZY,Orsolya FERENCZY,1984-06-25,HUN,F,['SW'],{},
1039353,afda4d1b-1357-429e-af77-f5ba944a8a32,Steven,FERGUSON,Steven FERGUSON,1980-05-08,NZL,M,['SW'],{},
1156278,0f999966-5bf2-445d-be60-d7ee562ab21e,Cathy,FERGUSON,Cathy FERGUSON,1948-07-17,USA,F,['SW'],{},
1545184,1022b54c-4fcb-46f2-a8cf-65e9a16bb981,Zuri,FERGUSON,Zuri FERGUSON,2007-03-01,TTO,F,['SW'],{},
1013798,2a0b82b5-6366-44f3-b709-024c6054cb43,Sarah,FERGUSON,Sarah FERGUSON,1982-05-29,RSA,F,['SW'],{},
1020448,1aeb68bd-4113-4ac9-af6b-1b7513b852ce,Conor,FERGUSON,Conor FERGUSON,1999-10-11,IRL,M,['SW'],{},176.0
1079858,cebf9cff-14c5-42dd-94f5-6decb28d9cf1,Garvin,FERGUSON,Garvin FERGUSON,1968-03-11,BAH,M,['SW'],{},
1114543,ece1a92a-d3ca-456c-9624-a01d9e2113fb,Alanaise,FERGUSON,Alanaise FERGUSON,,CAN,F,['SW'],{},
1014164,99de3209-c9f3-417d-97b7-81233989e217,Naji,FERGUSON,Naji FERGUSON,1979-07-11,GRN,M,['SW'],{},
1050194,7cfc118f-856e-42c4-ac8f-9210fb6a894b,Shannen,FERGUSON,Shannen FERGUSON,,RSA,F,['SW'],{},
1015660,d9539f59-277e-4f04-b6a7-8a58b0327b47,Byron,FERGUSSON,Byron FERGUSSON,1986-01-01,RSA,M,['SW'],{},
1074578,787793c0-604e-41f4-8e87-32f9b8ebbae9,Patrick,FERLAND,Patrick FERLAND,1965-09-12,SUI,M,['SW'],{},
1746531,4020dbea-5607-4358-9730-96debe7db329,Amos,FERLEY,Amos FERLEY,2006-11-29,SEY,M,['SW'],{},
1154485,6dca7341-7c0d-4585-9b5e-2061ab8e5c34,Olle,FERM,Olle FERM,1947-03-08,SWE,M,['SW'],{},
1079454,2753a08c-2fa4-437e-8ee7-0aeef7ed3565,Vivaldo,FERNADES,Vivaldo FERNADES,1971-06-10,ANG,M,['SW'],{},
1230811,25a996f4-bd13-44be-a8fb-37094d89e8de,Tanya,FERNALD,Tanya FERNALD,2002-10-14,SUR,F,['SW'],{},
1020465,23814a5a-18e0-4f30-abde-7862ca33f4d6,N'nhyn Mhlln G,FERNANDER,N'nhyn Mhlln G FERNANDER,1998-07-28,BAH,M,['SW'],{},193.0
1058144,dec69947-c6ed-4eac-b261-79c0b0b34d30,Aaron John,FERNANDES,Aaron John FERNANDES,2000-12-22,IND,M,['SW'],{},
1049022,849a163e-b4ee-40b2-b8cd-67601e709e71,Richard,FERNANDES,Richard FERNANDES,,ANG,M,['SW'],{},
1074565,72b11188-8d28-4bda-9e3e-650c04c8e661,Jorge,FERNANDES,Jorge FERNANDES,1962-04-03,BRA,M,['SW'],{},
1001335,3b63e529-489c-40e7-a302-f7dc5fe0c421,Micah,FERNANDES,Micah FERNANDES,1998-01-29,KEN,M,['SW'],{},160.0
1025355,cb48cc62-afaa-43dc-b980-f34ca67549d2,Marco,FERNANDES,Marco FERNANDES,1997-08-18,CLB,M,['SW'],{},
1588114,ea8152f3-939b-41fc-b337-4b7ba6c685ac,N'hara,FERNANDES,N'hara FERNANDES,2006-10-16,ANG,F,['SW'],{},
1307232,bd294af2-696f-46f0-8d8f-5346a07f0025,Apeksha Delyla,FERNANDES,Apeksha Delyla FERNANDES,2005-04-09,IND,F,['SW'],{},
1012418,14cbe2d4-3dcd-4ba2-973a-2d23c81c1a9e,Luiza,FERNANDES,Luiza FERNANDES,1993-03-13,BRA,F,['SW'],{},
1079969,ff539f86-2d43-46c6-a23b-2e1ddcf8089b,Carla,FERNANDES,Carla FERNANDES,1973-12-31,ANG,F,['SW'],{},
1012491,9e528fac-e397-4eda-b83d-1d01ee2b280e,Tiago,FERNANDES,Tiago FERNANDES,1991-03-11,BRA,M,['SW'],{},
1048876,71113d23-d888-487f-b706-46fb8e6cef60,Ines,FERNANDES,Ines FERNANDES,1997-05-30,POR,F,['SW'],{},
1036584,19554d31-57d8-4b09-bfb4-43fd4d5e1878,Marcio Ivandro,FERNANDES,Marcio Ivandro FERNANDES,1998-03-30,ANG,M,['SW'],{},172.0
1156461,8fa6cc47-5953-4ff6-a92c-2b392f63f2ad,Mauri,FERNANDES FONSECA,Mauri FERNANDES FONSECA,1941-09-12,BRA,M,['SW'],{},
1074709,c07a184f-72df-4747-a45d-3065b78230d8,Judith,FERNANDEZ,Judith FERNANDEZ,,VEN,F,['SW'],{},
1138303,58076a8a-45db-419b-9864-386c5a027f95,Sergio,FERNANDEZ,Sergio FERNANDEZ,,COL,M,['SW'],{},
1063783,9831e758-19a7-42f8-9021-60a636f5f06b,Jaime,FERNANDEZ,Jaime FERNANDEZ,1968-09-17,ESP,M,['SW'],{},
1040428,f0b9077e-dce3-481f-87b3-a237e706039d,Olivia Aprilla,FERNANDEZ,Olivia Aprilla FERNANDEZ,1998-04-03,INA,F,['SW'],{},
1414907,fe259885-ce3e-4923-807c-d1eeb021a6d3,Maria Alejandra,FERNANDEZ,Maria Alejandra FERNANDEZ,2008-10-14,DOM,F,['SW'],{},
1038377,f1fb8709-e8ac-4c1d-ba19-eae92314d04b,Serrana,FERNANDEZ,Serrana FERNANDEZ,1973-11-13,URU,F,['SW'],{},
1040383,71dad2c6-1d03-4d70-b996-ef610cbd0013,Vanessa,FERNANDEZ,Vanessa FERNANDEZ,1998-01-30,VEN,F,['SW'],{},
1059848,5d9fc86d-7341-4b3b-a9af-db10772bae9f,Joaquin,FERNANDEZ,Joaquin FERNANDEZ,1971-01-22,ESP,M,['SW'],{},
1064444,76d70a92-9e48-44d6-a480-c685905de7da,Maria Luisa,FERNANDEZ,Maria Luisa FERNANDEZ,1969-04-01,ESP,F,['SW'],{},
1017242,776f0ef4-ad6b-4e44-825c-2bb34ca8b1e7,Mustafa,KACMAZ,Mustafa KACMAZ,1992-02-26,TUR,M,['SW'],{},
1149961,e5f79b6a-3009-4ed7-94d3-355a6a4e13f2,Agnes,KACZANDER-KISS,Agnes KACZANDER-KISS,1953-11-21,HUN,F,['SW'],{},
1593988,fe3ead90-bb75-4039-b57d-86e7c03a5852,Lilien,KACZKO,Lilien KACZKO,2009-11-04,CLB,F,['SW'],{},
1039553,f37a2106-0360-4f71-b36d-ec13fb78d925,Marcin,KACZMAREK,Marcin KACZMAREK,1977-06-25,POL,M,['SW'],{},
1007568,b600ac4f-0514-407c-963f-f8c13539f387,Marcin,KACZMARSKI,Marcin KACZMARSKI,1994-03-09,POL,M,['SW'],{},
1245191,55e38a88-f4ec-43aa-aa34-9fbed024de21,Jakub,KACZOROWSKI,Jakub KACZOROWSKI,1997-05-18,POL,M,['SW'],{},
1160234,51346707-9b90-4f42-850c-e773e968b5ba,Geza,KADAS,Geza KADAS,1926-08-07,HUN,M,['SW'],{},
1043804,8addb17d-82e1-49cc-bfc2-7a8f69a7fd1e,Bahij,KADDOURA,Bahij KADDOURA,,ZAM,M,['SW'],{},
1157833,51c50601-f410-4dfb-a03b-dcb465d8fc5d,Marta,KADELKOVA,Marta KADELKOVA,1944-07-20,TCH,F,['SW'],{},
1160384,c24ab7cd-4031-44db-8f07-20726cb6bb7f,Dorri Abdel,KADER,Dorri Abdel KADER,,EGY,M,['SW'],{},
1001256,6fd35160-5539-4f12-8dd1-7fd5b4e6157e,Abdulmajid Ahmed Abdulmajid,KADERNANI,Abdulmajid Ahmed Abdulmajid KADERNANI,1995-04-30,KEN,M,['SW'],{},
1186196,37e2270f-8746-48e6-be6c-501bc7e860fc,Kledi,KADIU,Kledi KADIU,2003-10-28,ALB,M,['SW'],{},
1209690,cc482b49-8678-4404-8beb-a58f5b58264a,Grace,KADJE,Grace KADJE,2004-05-24,TOG,F,['SW'],{},
1010287,17d564d3-dff5-46e1-b4a2-fc5ec1c5935b,Michaela,KADLECOVA,Michaela KADLECOVA,,CZE,F,['SW'],{},
1035740,1f729e7e-eb9c-4361-8ddc-ab2222e843d4,Eugene,KADO,Eugene KADO,1999-02-02,FIJ,M,['SW'],{},180.0
1140644,bd094f24-016b-42aa-9aa3-a01cc93b9537,Vasiliki,KADOGLU,Vasiliki KADOGLU,2003-04-10,BUL,F,"['OW', 'SW']",{},
1036261,c9d39a20-0413-4d94-83b2-3deac56217a4,Georgiya,KADOGLU,Georgiya KADOGLU,1998-11-09,BUL,F,['SW'],{},
1059393,d4c84a4f-f1bc-4ab7-aac6-d27b67079f3a,Natsuko,KADOKAWA,Natsuko KADOKAWA,,JPN,F,['SW'],{},
1156546,c74d4d53-0d65-4cb4-ab0d-7e4664f23193,Yoshinori,KADONAGA,Yoshinori KADONAGA,1947-01-07,JPN,M,['SW'],{},
1163390,b64b43c7-c931-4215-8c49-8cc6bd7efbe4,Mahmoud,KADRI,Mahmoud KADRI,1917-10-08,EGY,M,['SW'],{},
1169004,683cb405-093e-40dd-bec9-0059c9861035,Dion,KADRIU,Dion KADRIU,2001-10-05,KOS,M,['SW'],{},
1015871,e2b21eeb-ee74-4ebc-bba0-bb924e80eaf2,Jevgeni,KAEV,Jevgeni KAEV,1988-01-01,EST,M,['SW'],{},
1037491,5560ccd2-aae0-4326-9e56-9a790eb87733,Wenika,KAEWCHAIWONG,Wenika KAEWCHAIWONG,1990-03-21,THA,F,['SW'],{},
1358965,ca000bd2-39c3-4010-aeaa-c5c6830083d0,Dulyawat,KAEWSRIYONG,Dulyawat KAEWSRIYONG,2002-08-13,THA,M,['SW'],{},
1019648,1a92693d-d263-4508-815a-b4dd1dde8487,Liza,KAFACK,Liza KAFACK,1999-08-06,CMR,F,['SW'],{},168.0
1006368,7663d44d-4a22-41c2-8625-9ba493848eea,Takuya,KAGAMI,Takuya KAGAMI,1992-09-30,JPN,M,['SW'],{},
1169259,2444cd06-d722-45b9-8fab-4df8bd98a031,Ayaka,KAGIMOTO,Ayaka KAGIMOTO,2004-05-29,JPN,F,['SW'],{},
1006201,2dcb6142-d6da-49b1-81bf-d353066eeef3,Haruna,KAGIYA,Haruna KAGIYA,1994-03-18,JPN,F,['SW'],{},
1165826,da27b1b5-0de0-4926-b902-9c3ea9e76a0a,Duke,KAHANAMOKU,Duke KAHANAMOKU,1890-08-24,USA,M,['SW'],{},
1165754,4d985f5c-c6ce-455f-a663-a9e92e85d09a,Samuel,KAHANAMOKU,Samuel KAHANAMOKU,1902-11-04,USA,M,['SW'],{},
1211849,331781f1-d2d7-464d-9404-b0c8d157aa99,Rihards,KAHANOVICS,Rihards KAHANOVICS,2002-02-12,LAT,M,['SW'],{},
1160405,d170d1d8-7b19-48e4-9c7f-1db7c4b7481e,Aulis Kalevi,KAHKONEN,Aulis Kalevi KAHKONEN,1930-12-10,FIN,M,['SW'],{},
1012116,41f3ed29-fe8c-45d8-bc83-511c4e1331f5,Sabrina,KAHL,Sabrina KAHL,,GER,F,['SW'],{},
1190259,426898c4-6913-45e3-8b29-0d3eaa3b7719,Linus,KAHL,Linus KAHL,2001-05-17,SWE,M,['SW'],{},
1044298,9508a7af-67be-4fe3-9105-6686ab5600ed,Alexander,KAHL,Alexander KAHL,,GER,M,['SW'],{},
1140358,f18e06c5-b635-4a9d-89d5-d0a8f4a8b1e2,Sabine,KAHLE,Sabine KAHLE,1959-06-25,GDR,F,['SW'],{},
1056925,a9814a55-37b6-44c3-a27a-96ec86454006,Marlene,KAHLER,Marlene KAHLER,2001-05-15,AUT,F,['SW'],{},
1044222,a3992c1d-cfd6-4e07-9005-49889e0a71c8,Mattias,KAHLIN,Mattias KAHLIN,1987-09-06,SWE,M,['SW'],{},
1050683,32fe276d-b983-4bbf-8e5b-5e96014c4638,Kousuke,KAI,Kousuke KAI,1994-01-13,JPN,M,['SW'],{},
1059394,95fb7663-040d-4fdd-84ef-6a3ff87f5685,Narumi,KAI,Narumi KAI,1989-11-23,JPN,F,['SW'],{},
1318534,d6691f76-fe6c-4d47-b213-aa02ab190320,Muynin,KAING,Muynin KAING,2006-10-12,CAM,F,['SW'],{},
1303081,052034df-e5a6-42a5-8946-cca397b06688,Dominik,KAISER,Dominik KAISER,2007-05-03,HUN,M,"['OW', 'SW']",{},
1023996,772a5110-b614-473b-ad56-dac4e6cc32ef,Clemens,KAISER,Clemens KAISER,1993-01-01,CLB,M,['SW'],{},
1082755,f0f2c654-4586-4312-946c-6a0594e917b9,Torsten,KAISER,Torsten KAISER,,GDR,M,['SW'],{},
1164955,49f53b41-562f-4c8a-9e45-c006b1b26dda,Roza,KAISEROWNA,Roza KAISEROWNA,1909-09-03,POL,F,['SW'],{},
1047033,8a9256c2-38ed-4732-ae85-bc4a3ab8b770,Alexander,KAISLER,Alexander KAISLER,,CLB,M,['SW'],{},
1295650,635d5efc-59ab-447a-a62e-b8610c33de3e,Dimitrios,KAITATZIS,Dimitrios KAITATZIS,2001-10-16,GRE,M,"['OW', 'SW']",{},175.0
1047002,88271990-4294-4222-a2cd-db9f8216735d,Maciej,KAJAK,Maciej KAJAK,,POL,M,['SW'],{},
1160321,92ac87be-7e2a-4763-b980-ffec50e4f922,Takayoshi,KAJIKAWA,Takayoshi KAJIKAWA,1934-03-10,JPN,M,['SW'],{},
1189499,a752fce5-38e5-4bde-8787-7a94f88fcdaf,Ichika,KAJIMOTO,Ichika KAJIMOTO,2004-03-07,JPN,F,"['OW', 'SW']",{},
1059956,f4882d7d-ec10-4db2-9aa1-57694d2f5717,Zinaida,POZDER,Zinaida POZDER,,BIH,F,['SW'],{},
1059957,7d5161e5-c43b-4c46-8e6a-8ddc2e53ae8b,Svetlana,POZDEYEVA,Svetlana POZDEYEVA,1977-05-26,RUS,F,['SW'],{},
1122543,5a06cba9-44c7-4c76-9ae1-cde515e5b3a0,Pavel,POZNIAK,Pavel POZNIAK,,BLR,M,['SW'],{},
1010369,8775f3b8-8df0-4873-8387-c854e954177c,Andrew,POZNIKOFF,Andrew POZNIKOFF,1987-03-24,CAN,M,['SW'],{},
1157915,8ef5a2a4-c3a5-46a6-8776-a6bf4b9aeeba,Valentina,POZNYAK,Valentina POZNYAK,1936-11-03,URS,F,['SW'],{},
1168228,eb208f35-af9a-4812-82ff-fd4d13aef282,Alexa,POZSGAI,Alexa POZSGAI,2004-01-12,CLB,F,['SW'],{},
1303362,aaeff124-ad50-431d-93e0-4d869f534008,Mira,POZSGAI ALIZ,Mira POZSGAI ALIZ,2006-10-20,CLB,F,['SW'],{},
1511164,2651d1bf-67bb-4c65-a52f-aef03e67ff1f,Oliver,POZVAI,Oliver POZVAI,2005-06-26,CLB,M,['SW'],{},
1168243,fa672abc-f8aa-43a3-b8d6-f5205dae150c,Kiara,POZVAI,Kiara POZVAI,2002-04-02,HUN,F,['SW'],{},
1118773,f8f5b812-c003-4c7b-8ce9-1111cbc64e6a,Franco,POZZI,Franco POZZI,,ITA,M,['SW'],{},
1052708,7d8468af-ffa5-4756-a879-554f7ad05886,Barbara,POZZOBON,Barbara POZZOBON,1993-09-17,ITA,F,"['OW', 'SW']",{},
1000466,7d163fed-a17c-4e58-921f-f2651f56542c,Talasha Satish,PRABHU,Talasha Satish PRABHU,1993-05-01,IND,F,['SW'],{},168.0
1193113,774b862a-6d59-4a43-8260-e1b383cb4488,Viraj Ashish,PRABHU,Viraj Ashish PRABHU,1998-05-16,IND,M,['SW'],{},
1037456,b999d40c-ece3-4ab0-8fc6-b645b147d84d,Pannika,PRACHGOSIN,Pannika PRACHGOSIN,1989-04-21,THA,F,['SW'],{},
1044264,2204025d-2d7d-4676-8301-2b52111699a4,Franziska,PRADE,Franziska PRADE,,GER,F,['SW'],{},
